Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
Clear Plastic Bottle,0.48184019370460046,0.4795180722891566,0.48067632850241543
Drink Can,0.4939422180801491,0.685640362225097,0.5742145178764897
Drink Carton,0.31601731601731603,0.5887096774193549,0.4112676056338028
Glass Bottle,0.11377245508982035,0.35625,0.17246596066565809
Glass Jar,0.125,0.03076923076923077,0.04938271604938272
Other Plastic Bottle,0.5454545454545454,0.42105263157894735,0.4752475247524752
Mean,0.3460044547244052,0.4269899957136311,0.360542442246704
