,epoch,train_loss,val_loss,classification_train,bbox_regression_train,bbox_ctrness_train,classification_val,bbox_regression_val,bbox_ctrness_val
0,1,1.6460147909777423,1.7126360872935038,0.7623338389956883,0.31551794429089275,0.5681630054957995,0.0027902256697416306,0.0027902256697416306,0.0027902256697416306
1,2,1.3528112596597608,1.4144518448580736,0.5536995189591446,0.24449289529833174,0.5546188470516497,0.0012318748825540145,0.0012318748825540145,0.0012318748825540145
2,3,1.2340837337887127,1.4218030199893594,0.47179966629944914,0.21350093034615045,0.5487831370976135,0.0061469363669554395,0.0061469363669554395,0.0061469363669554395
3,4,1.173657968132721,1.4265656495214596,0.430568571063114,0.197763723012714,0.5453256721259984,0.0665619820356369,0.0665619820356369,0.0665619820356369
4,5,1.0974189050356993,1.3573041868876317,0.37211529068001864,0.1827174983492107,0.5425861174823674,0.03088674694299698,0.03088674694299698,0.03088674694299698
5,6,1.0560031457658403,1.2436332777166779,0.3436280816341999,0.171623340010188,0.5407517256172558,0.012227987249692282,0.012227987249692282,0.012227987249692282
6,7,0.999743862909208,1.2815044537480087,0.30163977530745806,0.1594151330813197,0.538688954096714,0.13925681511561075,0.13925681511561075,0.13925681511561075
7,8,0.9711750970470883,1.3111237309440185,0.2818567277820966,0.15223924294398486,0.537079127576515,0.00558050349354744,0.00558050349354744,0.00558050349354744
8,9,0.938560363504314,1.2690579833518616,0.2573548732884406,0.145463411964988,0.5357420787101483,0.28695225715637207,0.28695225715637207,0.28695225715637207
9,10,0.9659182952593421,1.25070504677448,0.2831550389859747,0.1470401111876464,0.5357231463412292,0.02104487766822179,0.02104487766822179,0.02104487766822179
10,11,0.8858364838198136,1.329709618527583,0.21859369145804938,0.13331626078952816,0.5339265314904789,0.0019065110633770626,0.0019065110633770626,0.0019065110633770626
11,12,0.8596160718897012,1.2464331712462808,0.19839052117766479,0.12856028440571923,0.5326652669724617,0.00017832407805447778,0.00017832407805447778,0.00017832407805447778
12,13,0.8424026933958121,1.226446340971658,0.18673803853235413,0.1236665989478467,0.5319980560595753,0.0020047305151820183,0.0020047305151820183,0.0020047305151820183
13,14,0.8240233226393114,1.45293964954908,0.17146860745483086,0.12075129570937111,0.5318034199130444,0.009630120048920313,0.009630120048920313,0.009630120048920313
14,15,0.8133306276154942,1.223184286778178,0.16413050889422343,0.11789506657177028,0.5313050518509086,0.0003641593890885512,0.0003641593890885512,0.0003641593890885512
15,16,0.7828689393625179,1.246456624457096,0.14077102174802028,0.11174025311070772,0.5303576653695289,0.0008650347590446472,0.0008650347590446472,0.0008650347590446472
16,17,0.7687310295760008,1.3663265891793042,0.12842738542020168,0.11026737949320378,0.5300362654314696,0.0015112676968177159,0.0015112676968177159,0.0015112676968177159
17,18,0.7644465761327404,1.328072975341153,0.1259504638785338,0.10856416079549844,0.5299319519341447,0.04377228021621704,0.04377228021621704,0.04377228021621704
18,19,0.7396997964857986,1.3309174943646365,0.10712412322573905,0.1033047704623287,0.5292709033907825,3.553429754295697e-05,3.553429754295697e-05,3.553429754295697e-05
19,20,0.7121647266416903,1.2879975798676924,0.08406264913781147,0.09945329733278233,0.5286487798881895,0.0002816472357759873,0.0002816472357759873,0.0002816472357759873
20,21,0.709181299626275,1.3622919654538161,0.0823928241395922,0.09835619302395418,0.5284322828736924,2.9926309556079406e-05,2.9926309556079406e-05,2.9926309556079406e-05
21,22,0.7102484385443422,1.385570518766978,0.08477162085868994,0.09716881179741321,0.5283080063930905,0.0015018278112014134,0.0015018278112014134,0.0015018278112014134
22,23,0.6980100190357333,1.2954203748680964,0.07614737356515164,0.09414530428311298,0.5277173412210159,4.493718734011054e-05,4.493718734011054e-05,4.493718734011054e-05
