,epoch,time_elapsed,total_time_elapsed
0,1,87.85744214057922,87.85744214057922
1,2,87.64547610282898,175.5029182434082
2,3,86.8058545589447,262.3087728023529
3,4,87.10808086395264,349.41685366630554
4,5,87.51213574409485,436.9289894104004
5,6,87.7358877658844,524.6648771762848
6,7,86.92889070510864,611.5937678813934
7,8,86.22564816474915,697.8194160461426
8,9,86.61854100227356,784.4379570484161
9,10,86.73335123062134,871.1713082790375
10,11,87.45779299736023,958.6291012763977
11,12,85.78192234039307,1044.4110236167908
12,13,86.45487594604492,1130.8658995628357
13,14,85.66436719894409,1216.5302667617798
