,epoch,train_loss,val_loss,loss_classifier_train,loss_box_reg_train,loss_objectness_train,loss_rpn_box_reg_train,loss_classifier_val,loss_box_reg_val,loss_objectness_val,loss_rpn_box_reg_val
0,1,0.4191731184343748,0.4573136456310749,0.22397392818444892,0.14976139376057854,0.03696950198787771,0.008468293128063596,0.10247741476632655,0.10247741476632655,0.10247741476632655,0.10247741476632655
1,2,0.3569860381038883,0.41864003241062164,0.17576629423265216,0.16092911739892599,0.013567725554568387,0.006722902587343809,0.1803520042449236,0.1803520042449236,0.1803520042449236,0.1803520042449236
2,3,0.3267959029991416,0.3928905899326007,0.1626740517684176,0.15152235083942173,0.007379220920921409,0.005220276809038147,0.06051929818931967,0.06051929818931967,0.06051929818931967,0.06051929818931967
3,4,0.2944950519860545,0.35932347426811856,0.14868934924089455,0.13596918594233598,0.005235641971127354,0.004600876515666376,0.10913613392040133,0.10913613392040133,0.10913613392040133,0.10913613392040133
4,5,0.2632264962679223,0.34510063504179317,0.12837259164905246,0.1259514908247356,0.004373646780308425,0.00452876710951847,0.03932783781783655,0.03932783781783655,0.03932783781783655,0.03932783781783655
5,6,0.22823683464828926,0.33305531678100425,0.10779798738186873,0.11323524983246115,0.003073055860516468,0.00413054018134039,0.05576902467873879,0.05576902467873879,0.05576902467873879,0.05576902467873879
6,7,0.2207360851425159,0.3280391866962115,0.10233663927905168,0.11165613383997845,0.0030217493684959445,0.003721562953948786,0.04675181920174509,0.04675181920174509,0.04675181920174509,0.04675181920174509
7,8,0.20819574603928795,0.30000587180256844,0.09452967958737023,0.10810932667949531,0.002091924211975921,0.003464817281670963,0.01452021642762702,0.01452021642762702,0.01452021642762702,0.01452021642762702
8,9,0.18217841799877868,0.3257618273297946,0.07806315671511088,0.09845571884814697,0.0019106171738586235,0.0037489253460264564,0.08947541125235148,0.08947541125235148,0.08947541125235148,0.08947541125235148
9,10,0.17922102310989477,0.311486329883337,0.0758962921703918,0.09785240629239927,0.0021193625252405434,0.003352962436502257,0.033715778725309065,0.033715778725309065,0.033715778725309065,0.033715778725309065
10,11,0.17130054825846153,0.3066611811518669,0.07025906122937987,0.09633631594007529,0.001473838893397891,0.0032313322881236672,0.06165937185869552,0.06165937185869552,0.06165937185869552,0.06165937185869552
11,12,0.16552659633416164,0.3174668674667676,0.06637666032567055,0.09449953477405294,0.0016387480928999507,0.0030116542261624355,0.050299090740736574,0.050299090740736574,0.050299090740736574,0.050299090740736574
12,13,0.15622913884588435,0.32396167640884715,0.06043595881967605,0.09162930479343934,0.0012701967844586301,0.0028936779027056137,0.05442540738386015,0.05442540738386015,0.05442540738386015,0.05442540738386015
13,14,0.14585102198621894,0.3530244566500187,0.0545630821651673,0.0875508896534956,0.0010204115123594384,0.0027166387866416216,0.0358477904665051,0.0358477904665051,0.0358477904665051,0.0358477904665051
14,15,0.14454276010959963,0.34334168893595535,0.05257606803427769,0.08771238551486897,0.001415223682083188,0.0028390828556899878,0.05090617871610448,0.05090617871610448,0.05090617871610448,0.05090617871610448
15,16,0.13880065630508376,0.31028962569932145,0.04934115693727626,0.08600696690286262,0.0007391031668254372,0.0027134287866610513,0.028457747224820196,0.028457747224820196,0.028457747224820196,0.028457747224820196
