,map,map_50,map_75,map_small,map_medium,map_large,mar_1,mar_10,mar_100,mar_small,mar_medium,mar_large,map_per_class,mar_100_per_class,classes
0,0.28090978,0.4347128,0.3062516,0.0,0.0,0.34667835,0.25189534,0.3460498,0.3461136,0.0,0.0,0.42826912,0.28090978,0.3461136,1
