,map,map_50,map_75,map_small,map_medium,map_large,mar_1,mar_10,mar_100,mar_small,mar_medium,mar_large,map_per_class,mar_100_per_class,classes
0,0.00065694377,0.003435398,3.0473799e-05,7.1526375e-07,2.9690316e-05,0.0011593223,0.0030376515,0.02039566,0.06793874,0.00942029,0.022035139,0.07910613,0.00065694377,0.06793874,1
