,map,map_50,map_75,map_small,map_medium,map_large,mar_1,mar_10,mar_100,mar_small,mar_medium,mar_large,map_per_class,mar_100_per_class,classes
0,0.24714437,0.41678908,0.2610089,0.0,0.014398734,0.3035801,0.23499681,0.30705807,0.30705807,0.0,0.00988287,0.37792167,0.24714437,0.30705807,1
