,epoch,time_elapsed,total_time_elapsed
0,1,88.71064066886902,88.71064066886902
1,2,67.9787540435791,156.68939471244812
2,3,68.62101602554321,225.31041073799133
3,4,62.82368588447571,288.13409662246704
4,5,60.90374255180359,349.03783917427063
5,6,54.03020191192627,403.0680410861969
6,7,62.254106521606445,465.32214760780334
7,8,60.832762718200684,526.154910326004
8,9,60.81763768196106,586.9725480079651
9,10,63.24791741371155,650.2204654216766
10,11,61.14769124984741,711.368156671524
11,12,61.81973123550415,773.1878879070282
12,13,61.74959111213684,834.937479019165
13,14,61.79623985290527,896.7337188720703
14,15,61.745975732803345,958.4796946048737
