,map,map_50,map_75,map_small,map_medium,map_large,mar_1,mar_10,mar_100,mar_small,mar_medium,mar_large,map_per_class,mar_100_per_class,classes
0,0.60811967,0.91573673,0.74026847,-1.0,0.44037223,0.6446209,0.470922,0.66950357,0.66950357,-1.0,0.504,0.7051724,0.60811967,0.66950357,1
