Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
aeroplane,0.1415204678362573,0.6237113402061856,0.23069590085795996
bicycle,0.10738255033557047,0.3380281690140845,0.16298811544991512
bird,0.07386363636363637,0.5441860465116279,0.13007226236798222
boat,0.03966155473294553,0.36585365853658536,0.0715648854961832
bottle,0.07026259758694109,0.2955223880597015,0.11353211009174312
bus,0.021050196622715706,0.6148648648648649,0.0407067770073809
car,0.03077457450503647,0.8807157057654076,0.05947106994227413
cat,0.07947019867549669,0.04938271604938271,0.060913705583756333
chair,0.016365382206821693,0.6666666666666666,0.0319465384458661
cow,0.016982734220209454,0.45112781954887216,0.03273322422258593
diningtable,0.04785478547854786,0.31868131868131866,0.08321377331420372
dog,0.05339888116629937,0.8653846153846154,0.1005907711959125
horse,0.06085376930063579,0.3489583333333333,0.10363495746326373
motorbike,0.09541284403669725,0.325,0.14751773049645392
person,0.047319306969644516,0.9142596533900882,0.08998144712430427
pottedplant,0.041040462427745665,0.28286852589641437,0.07168096920747097
sheep,0.0,0.0,0.0
sofa,0.03666666666666667,0.2682926829268293,0.06451612903225806
train,0.03512791141657121,0.6433566433566433,0.0666183924692252
tvmonitor,0.11576011157601115,0.5253164556962026,0.1897142857142857
Mean,0.059514138532865794,0.49064092652046437,0.09747858134121185
