Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
aeroplane,0.055112124667426834,0.7474226804123711,0.10265486725663717
bicycle,0.031269942565411615,0.6901408450704225,0.05982905982905983
bird,0.014745175655616031,0.6930232558139535,0.02887596899224806
boat,0.007153209593716396,0.7463414634146341,0.014170602945262572
bottle,0.005659042678613535,0.573134328358209,0.011207424919008844
bus,0.103515625,0.7162162162162162,0.18088737201365188
car,0.015636718164091797,0.8290258449304175,0.030694490449376173
cat,0.05996523754345307,0.8518518518518519,0.11204330175913398
chair,0.003990590207339257,0.7125850340136054,0.007936733437514798
cow,0.039414414414414414,0.5263157894736842,0.07333682556312206
diningtable,0.014061592097617663,0.6648351648351648,0.027540685102993054
dog,0.06139714769156394,0.6978021978021978,0.1128638080426572
horse,0.03100522193211488,0.4947916666666667,0.05835380835380835
motorbike,0.06640106241699867,0.625,0.12004801920768307
person,0.014447914397075556,0.9072666463970812,0.028442885465914287
pottedplant,0.012560777957860616,0.7410358565737052,0.024702835513646323
sheep,0.044064748201438846,0.6504424778761062,0.08253790005614824
sofa,0.021420765027322406,0.5975609756097561,0.041358936484490405
train,0.024261603375527425,0.8041958041958042,0.047102191275855
tvmonitor,0.018377409233527566,0.7784810126582279,0.035907166836958104
Mean,0.03222301614105652,0.7023734556085037,0.06002474417525846
