,epoch,train_loss,val_loss,classification_train,bbox_regression_train,bbox_ctrness_train,classification_val,bbox_regression_val,bbox_ctrness_val
0,1,0.44714197058613614,1.4607662838996849,0.7948493338320578,0.28878348287212374,0.529925018966755,0.597861667474111,0.597861667474111,0.597861667474111
1,2,0.40012204259956063,1.418301031637554,0.6985246949746474,0.24407302550144633,0.5226892890217149,0.6043312648932139,0.6043312648932139,0.6043312648932139
2,3,0.3695309602755566,1.34946756204155,0.6252391518041421,0.21004470601181768,0.517507397230262,0.5178517897923788,0.5178517897923788,0.5178517897923788
3,4,0.35053429525632795,1.3692426742881396,0.5737431409788344,0.19305047237697257,0.5143799539829526,0.5225486854712168,0.5225486854712168,0.5225486854712168
4,5,0.3186104659047674,1.3056246655880013,0.4774265866955116,0.17210106339706022,0.5111188550488414,0.5687277515729269,0.5687277515729269,0.5687277515729269
5,6,0.30066817040254895,1.347937020838748,0.4226802349521422,0.1604549036748603,0.5089139910850012,0.5572243531545004,0.5572243531545004,0.5572243531545004
6,7,0.2747672362520716,1.2942996946354963,0.3435990299722702,0.14379277415181918,0.5066017067390625,0.5626251399517059,0.5626251399517059,0.5626251399517059
7,8,0.2566682345518912,1.2819161523268428,0.2863386884711413,0.13439219570218228,0.505075169257193,0.5229188253482183,0.5229188253482183,0.5229188253482183
8,9,0.242750584068447,1.3256345469184725,0.24150652373380954,0.12658019384769637,0.5039514366572149,0.5728542904059092,0.5728542904059092,0.5728542904059092
9,10,0.23417264745553312,1.3248082881806436,0.21586573372375237,0.12031639953226582,0.5030974307419541,0.4999333918094635,0.4999333918094635,0.4999333918094635
10,11,0.22797152049628425,1.3250781450389066,0.19806370215165967,0.115692168883283,0.5021572631792487,0.5460299551486969,0.5460299551486969,0.5460299551486969
11,12,0.21553793612369293,1.3420667643764896,0.16125405395948045,0.10822362457641409,0.5014513434720373,0.47132456799348194,0.47132456799348194,0.47132456799348194
12,13,0.21650943634966302,1.372754436206327,0.16577133895182916,0.10596922594644825,0.5011626000507413,0.5087088048458099,0.5087088048458099,0.5087088048458099
