,epoch,train_loss,val_loss,bbox_regression_train,classification_train,bbox_regression_val,classification_val
0,1,2.642127326772183,3.7096025347709656,0.8181756170867365,3.9797577405277687,2.1034616231918335,2.1034616231918335
1,2,1.529633217220065,2.987493852774302,0.4058602457936806,2.238245484195178,1.8226452469825745,1.8226452469825745
2,3,1.185991710499872,2.7393446962038674,0.2695979167577587,1.7361354043212118,1.6944105625152588,1.6944105625152588
3,4,0.9739572368090665,2.627393047014872,0.19350206748216967,1.4234424852117706,1.6664997339248657,1.6664997339248657
4,5,0.81605073092859,2.5937637289365134,0.1459523032926306,1.1846937386295464,1.6333581805229187,1.6333581805229187
5,6,0.6928270051750955,2.5798461039861045,0.11928774076926557,0.9905434409274331,1.6668609976768494,1.6668609976768494
6,7,0.5898192121258264,2.6185015539328256,0.09824648013786424,0.8287064055853253,1.6872093081474304,1.6872093081474304
7,8,0.5050927800468251,2.666003813346227,0.08546027687342861,0.6928992935373813,1.6923021078109741,1.6923021078109741
8,9,0.43387640239317204,2.7842787305514016,0.07575759925891327,0.5791649822192856,1.7287643551826477,1.7287643551826477
9,10,0.3755014089843895,2.804556747277578,0.06929078837267205,0.48626647870751877,1.6680872440338135,1.6680872440338135
10,11,0.32687931573843654,2.7903367479642234,0.06219438696869566,0.41192811633212656,1.7111666798591614,1.7111666798591614
11,12,0.2902876936559436,2.8578070998191833,0.06295988343278819,0.3521650763629358,1.8289703130722046,1.8289703130722046
12,13,0.27210530544383615,2.909815023342768,0.07034680398204658,0.3216493093891989,2.1840805411338806,2.1840805411338806
13,14,0.27405696767794935,3.1576663057009378,0.08575875882672358,0.3213606446604185,1.7526168823242188,1.7526168823242188
