,map,map_50,map_75,map_small,map_medium,map_large,mar_1,mar_10,mar_100,mar_small,mar_medium,mar_large,map_per_class,mar_100_per_class,classes
0,0.18198112,0.32153875,0.1955596,0.013465929,0.2546049,0.48873618,0.1498829,0.21129976,0.21129976,0.012938331,0.3,0.5610942,0.18198112,0.21129976,1
