,epoch,train_loss,val_loss,loss_classifier_train,loss_box_reg_train,loss_objectness_train,loss_rpn_box_reg_train,loss_classifier_val,loss_box_reg_val,loss_objectness_val,loss_rpn_box_reg_val
0,1,0.4014744752004177,0.33953914418816566,0.24088438421110564,0.11823791020278689,0.036382656333720474,0.005969523945882256,0.0587198282009922,0.0587198282009922,0.0587198282009922,0.0587198282009922
1,2,0.257606256894673,0.31729261577129364,0.13638100504309317,0.10852853270082534,0.0077701788531952315,0.004926541632283008,0.06154538517148467,0.06154538517148467,0.06154538517148467,0.06154538517148467
2,3,0.23000719341673428,0.27513995828727883,0.1221623698933215,0.0963507023981855,0.006378592035248345,0.005115528853280069,0.02667157878750004,0.02667157878750004,0.02667157878750004,0.02667157878750004
3,4,0.2179126934726027,0.2831568109492461,0.11493752425230003,0.09242072526978541,0.005666053580343827,0.004888389569035248,0.03327343566343188,0.03327343566343188,0.03327343566343188,0.03327343566343188
4,5,0.20426047084074986,0.27256342954933643,0.10343397757675074,0.09054420671508281,0.00552027380855421,0.00476201352238938,0.04485555778228445,0.04485555778228445,0.04485555778228445,0.04485555778228445
5,6,0.19030757795406295,0.2496369183063507,0.0973479882165601,0.08390844504855856,0.004366931322036618,0.004684213190811062,0.03003530265414156,0.03003530265414156,0.03003530265414156,0.03003530265414156
6,7,0.17844841600973396,0.25923875843485195,0.08944179348741906,0.08014010013187234,0.004346111188664785,0.004520409761138166,0.018992798635736108,0.018992798635736108,0.018992798635736108,0.018992798635736108
7,8,0.17879151722675637,0.2502522071202596,0.08732709151845944,0.08210267840967148,0.004754186799466799,0.004607561822830334,0.07741586916381493,0.07741586916381493,0.07741586916381493,0.07741586916381493
8,9,0.1720783677470835,0.236377341983219,0.08301353992163381,0.08055644472943077,0.003933112169623293,0.00457527071659017,0.036511877944576554,0.036511877944576554,0.036511877944576554,0.036511877944576554
9,10,0.16007061708199827,0.25763505200544995,0.07969838831149324,0.07186137455739552,0.003872666485394687,0.0046381873927444596,0.06794210581574589,0.06794210581574589,0.06794210581574589,0.06794210581574589
10,11,0.16158163627680344,0.2447902945180734,0.07870898273172258,0.0748880635946989,0.003505573686635228,0.004479016330611857,0.02455500802170718,0.02455500802170718,0.02455500802170718,0.02455500802170718
11,12,0.15797492380760894,0.2455591857433319,0.07429272801721398,0.07604319988926754,0.003160060427311507,0.004478935946568941,0.04443966045801062,0.04443966045801062,0.04443966045801062,0.04443966045801062
12,13,0.14835618106247503,0.22899610797564188,0.06769798764416689,0.07322586242911182,0.0030755342504332327,0.004356796593151845,0.020958883498678915,0.020958883498678915,0.020958883498678915,0.020958883498678915
13,14,0.141648550859735,0.24127109038333097,0.06585700159208684,0.06850433184564868,0.003038645476615646,0.004248572922388351,0.030710482969880104,0.030710482969880104,0.030710482969880104,0.030710482969880104
14,15,0.14088482173937786,0.24086628668010235,0.06281272293646124,0.07105170756201201,0.0026369648309545355,0.004383426417502327,0.017574630648596212,0.017574630648596212,0.017574630648596212,0.017574630648596212
15,16,0.13560259676998174,0.23389415505031744,0.06249030488484268,0.06549836391040796,0.0034120930830323242,0.004201835741972716,0.021767046879176633,0.021767046879176633,0.021767046879176633,0.021767046879176633
16,17,0.13841428961369057,0.2978256909797589,0.05890708176206939,0.07255311850222605,0.002802292391940763,0.004151795920031735,0.05943999809096567,0.05943999809096567,0.05943999809096567,0.05943999809096567
17,18,0.1415613702958143,0.2364538088440895,0.06343808899857575,0.07078866637017153,0.0030974461610467304,0.004237168881883019,0.020085500660570688,0.020085500660570688,0.020085500660570688,0.020085500660570688
18,19,0.1296109102100511,0.2322332722445329,0.05638537669106375,0.0666454819891649,0.0024972631657920494,0.004082788253693747,0.030433547843131237,0.030433547843131237,0.030433547843131237,0.030433547843131237
19,20,0.12257536368656761,0.24590712040662766,0.052517686003842684,0.06379222551572926,0.002199769554633199,0.004065682619362127,0.0339929382171249,0.0339929382171249,0.0339929382171249,0.0339929382171249
20,21,0.12407449307509616,0.22291788458824158,0.053800400676606575,0.06403053936230231,0.0022277099206469675,0.0040158421726590844,0.02162292756838724,0.02162292756838724,0.02162292756838724,0.02162292756838724
21,22,0.12030236385291136,0.21352901061375937,0.05130462878961352,0.06271922652008413,0.0022912526121355676,0.003987256178921207,0.008296910236822441,0.008296910236822441,0.008296910236822441,0.008296910236822441
22,23,0.11226413936554631,0.2183100509767731,0.04774062924935848,0.05820048723039748,0.0023342348487651317,0.003988787842047979,0.026721761329099536,0.026721761329099536,0.026721761329099536,0.026721761329099536
23,24,0.11168460307430618,0.22999905856947103,0.04736305907651593,0.05844583902272243,0.0019454282242988966,0.0039302773546734,0.022418818261940032,0.022418818261940032,0.022418818261940032,0.022418818261940032
24,25,0.10762872891146925,0.2276511906335751,0.045158351547544516,0.056954987299970436,0.0016333967579169129,0.0038819927353812736,0.023658545258513186,0.023658545258513186,0.023658545258513186,0.023658545258513186
25,26,0.11298845034045508,0.24703005887567997,0.044858218241435814,0.062255730263040036,0.001932862972963345,0.003941639302935027,0.07639326612115838,0.07639326612115838,0.07639326612115838,0.07639326612115838
26,27,0.11312534400745283,0.22986250494917235,0.04482333391574742,0.06224470868518081,0.002171782265554324,0.003885518831696031,0.031564847682602704,0.031564847682602704,0.031564847682602704,0.031564847682602704
27,28,0.1106571048686776,0.24871462086836496,0.044045687205146386,0.06092979822637914,0.0018862441374258656,0.0037953760209670172,0.07073775870958343,0.07073775870958343,0.07073775870958343,0.07073775870958343
28,29,0.08802962920899633,0.22444878984242678,0.03664928671161208,0.046018993104749085,0.001675773664161009,0.0036855758590729837,0.02857443293032702,0.02857443293032702,0.02857443293032702,0.02857443293032702
29,30,0.07884928937765616,0.28535424421230954,0.03465352818086932,0.039016497757615926,0.0015258708328382213,0.003653392254646066,0.44616241566836834,0.44616241566836834,0.44616241566836834,0.44616241566836834
