,AP@0.00,AP@0.05,AP@0.10,AP@0.15,AP@0.20,AP@0.25,AP@0.30,AP@0.35,AP@0.40,AP@0.45,AP@0.50,AP@0.55,AP@0.60,AP@0.65,AP@0.70,AP@0.75,AP@0.80,AP@0.85,AP@0.90,AP@0.95
Background,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clear Plastic Bottle,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2206152433425161,0.20661157024793386,0.1799816345270891,0.14348025711662074,0.07438016528925619,0.005739210284664831,0.0
Drink Can,0.33125,0.33125,0.33125,0.33125,0.33125,0.33125,0.33125,0.33125,0.33125,0.33125,0.33125,0.33125,0.33125,0.31886792452830187,0.2831367924528302,0.23879716981132076,0.1793632075471698,0.1133254716981132,0.016981132075471698,0.0001179245283018868
Drink Carton,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.1856060606060606,0.0946969696969697,0.015151515151515152,0.0,0.0
Glass Bottle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.064,0.05377777777777778,0.028444444444444442,0.021777777777777778,0.011111111111111112,0.007111111111111111,0.0,0.0
Glass Jar,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.06240369799691834,0.04930662557781202,0.03775038520801233,0.02773497688751926,0.012326656394453005,0.0030816640986132513,0.0
Other Plastic Bottle,0.34903381642512077,0.34903381642512077,0.34903381642512077,0.34903381642512077,0.34903381642512077,0.34903381642512077,0.34903381642512077,0.34903381642512077,0.34903381642512077,0.34903381642512077,0.34903381642512077,0.34903381642512077,0.34903381642512077,0.27173913043478265,0.27173913043478265,0.23671497584541065,0.07729468599033816,0.01932367149758454,0.0,0.0
mAP,0.22765473297206903,0.22765473297206903,0.22765473297206903,0.22765473297206903,0.22765473297206903,0.22765473297206903,0.22765473297206903,0.22765473297206903,0.22765473297206903,0.22765473297206903,0.22765473297206903,0.22765473297206903,0.22165473297206903,0.19497133608408987,0.18027713426367428,0.1501046672959452,0.08894686805828812,0.040269765190338876,0.00430033440979163,1.9654088050314464e-05
