,Class,Mean Euclidean Distance@0.50,Mean Euclidean Distance@0.55,Mean Euclidean Distance@0.60,Mean Euclidean Distance@0.65,Mean Euclidean Distance@0.70,Mean Euclidean Distance@0.75,Mean Euclidean Distance@0.80,Mean Euclidean Distance@0.85,Mean Euclidean Distance@0.90,Mean Euclidean Distance@0.95
0,Background,18.349406609559544,15.811028771664517,14.521130832354643,13.19572456801393,11.386355048946038,6.2453752279676245,5.76755490655439,2.996753023658813,,
1,Clear Plastic Bottle,,,,1.8729096625058506,,,,,,
2,Drink Can,,,,,,,,,,
3,Drink Carton,14.399731795853329,,,,,,,,,
4,Glass Bottle,,,,,,,,,,
5,Glass Jar,,,,,,,,,,
6,Other Plastic Bottle,6.970495214313955,7.235363244654199,5.611577706665273,5.864340261099795,,,,,,
