Class,Precision,Recall,F1 Score
Background,0.0,0.0,0.0
person,0.05875771682017062,0.8941927637579812,0.11026958119305613
chair,0.05608557386527898,0.3299319727891156,0.09587348653323449
car,0.04719049267335872,0.8131212723658051,0.0892039258451472
dog,0.12717219589257503,0.4423076923076923,0.19754601226993865
bottle,0.06490971205466081,0.3970149253731343,0.11157718120805371
cat,0.16760299625468164,0.7366255144032922,0.27307398932112886
bird,0.20614035087719298,0.2186046511627907,0.21218961625282168
pottedplant,0.01860802319961334,0.6135458167330677,0.036120558226808964
sheep,0.1702970297029703,0.3805309734513274,0.23529411764705882
boat,0.04065827686350436,0.4097560975609756,0.07397622192866578
Mean,0.09574223682040069,0.5235631679905184,0.14351246904259143
